Title,Published,Sentiment Score,inverted_score,skewed_score,inverted_skewed_score
EV sales slowdown in the U.S. may not last long: Bloomberg,"05/28/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Tesla owner says car in ‘full self-driving mode’ failed to detect a moving train,"05/28/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Dispelling the Downturn of the EV Market,"05/31/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Cybertruck owner furious as armored glass cracked in ordinary rain storm: 'Disappointing',"06/01/2024, 03:26 PM, +0000 UTC",0.1,0.9,0.01,0.81
Elon Musk accused of selling $7.5 billion of Tesla stock before releasing disappointing sales data that plunged the share price to two-year low,"06/03/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Peruvian startup Artificio looks to Lima’s horrible traffic to solve one of autonomous driving’s toughe...,"06/03/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
LG Energy solution finalizes its battery gigafactory for Tesla and GM,"06/06/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Elon Musk accused of improperly selling $7.5 billion in Tesla stock before weak sales report,"06/06/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Friendshoring the Lithium-Ion Battery Supply Chain: Battery Cell Manufacturing,"06/06/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
"Markets News, June 7, 2024: Stocks Slip After Strong Jobs Report; Treasury Yields Jump","06/07/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
"Chinese EV Maker Nio Announces Plan to Expand to Middle East, Intensifying Global Competition for Tesla","06/09/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Faces Legal Challenges Over Self-Driving Claims,"06/11/2024, 01:23 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Friendshoring the Lithium-Ion Battery Supply Chain: Final Assembly and End Uses,"06/11/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Steps Forward to Strengthen the Lithium-Ion Battery Supply Chain,"06/11/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Report Launch: Friendshoring the Lithium-Ion Battery Supply Chain,"06/11/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Why Tesla Paid for Elon Musk’s Boring Company to Dig a Tunnel Under Giga Texas,"06/11/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla fails to dismiss California DMV claims of misleading self-driving marketing,"06/11/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Electric Vehicle Sales Headed for Record Year but Growth Slowdown Puts Climate Targets at Risk, According to BloombergNEF Report","06/12/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla Presses EU for Lower Tariff on EVs Shipped in From China,"06/12/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Renault sets sights on sporty EVs for profit boost,"06/13/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla on Autopilot crashes into police patrol car in Fullerton,"06/13/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla in self-driving mode crashes into police car as officer investigates separate deadly crash in Fullerton,"06/13/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Used EV price crash keeps getting deeper with 'premium' brand idea history,"06/16/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Stock: How The SEC's Latest Elon Musk Investigation Could Hit Tesla,"06/17/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Officer Dodges Tesla On Autopilot, Which Then Crashes Into Police Cruiser","06/17/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
China EV maker BYD's expected entry into Korea likely to heat up competition within low-cost segment,"06/18/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Decarbonizing logistics: Charting the path ahead,"06/19/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Ford makes major breakthrough,"06/23/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Used-EV prices are crashing as buyers shift back towards hybrid vehicles,"06/23/2024, 07:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
How is Europe’s EV slowdown affecting its market forecast?,"06/24/2024, 07:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla owner posts video of full self-driving mode in action; avoids head-on crash,"06/24/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
ExxonMobil and EV battery maker SK On sign MOU regarding U.S. produced Mobil™ Lithium,"06/25/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla has faced these legal and regulatory actions over environmental issues at its Fremont factory,"06/27/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Blood in the EV Supply Chain,"07/01/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla Reports Fewer Crashes, Incidents With Full Self-Driving In 2023 Vs. 2022","07/01/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Rough road ahead for US EV makers despite upbeat quarterly sales,"07/03/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla's Share of EV Market in US Drops Below 50% For First Time,"07/09/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Biden admin offers $1.2B loan to expand US battery supply chain,"07/09/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
German new-car market grows in June despite EV slump,"07/09/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Is Tesla paying to cover up crashes?,"07/09/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
How the U.S. Government Can Support the Development of Domestic Production Capacity for the Battery Supply Chain,"07/09/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
'It's Going To Be Tough': Hyundai On EV Competition In Second Half Of 2024,"07/09/2024, 07:00 AM, +0000 UTC",0.3,0.7,0.09,0.4899999999999999
Tesla’s Share of U.S. Electric Car Market Falls Below 50%,"07/09/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Competition Set To Intensify In the B-Segment,"07/09/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Insights into the Critical Materials Supply Chain of the Battery Market for Enhanced Energy Security,"07/10/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Mercedes Faces Decline in EV Sales Amidst Challenging Market Conditions,"07/14/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Hyundai global sales decline over 6% in June as EV sales drop by double digits,"07/15/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Stock market news today: Tech stocks drubbed as Nasdaq sinks 2.7%, worst day since 2022","07/17/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Statewide EV sales growth sees a drop. Tesla, once a California darling, hit hard","07/18/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Why Elon Musk's Tesla is facing crisis in US EV market? Will Joe Biden administration's tariff put brakes,"07/18/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Hyundai Motor, Kia to undergo portfolio restructuring amid possible Trump return","07/21/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Stock Market Today: S&P500 in biggest slump since 2022 as Alphabet, Tesla nosedive","07/23/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla’s Strategic Advances in Q2 2024: A Closer Look,"07/23/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Stock market today: Nasdaq suffers worst day since 2022 as weak earnings spark steep sell-off,"07/24/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Stock market news today: Stocks smoked, Nasdaq falls over 3.5% in worst day since 2022 after Tesla, Alphabet trigger Big Tech sell-off","07/24/2024, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
Stock Market News: Nasdaq Falls 3.6%,"07/24/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, July 24, 2024: Tech Rout Sends Stocks Sharply Lower; Nasdaq Has Worst Day Since 2022","07/24/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Stock market today: Asian shares dive after a wipeout on Wall Street as Big Tech skids,"07/24/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Nasdaq and S&P 500 log worst day since 2022 after Alphabet and Tesla fail to impress Wall Street,"07/24/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Stock Market News, July 24, 2024: Big Tech Selloff Slams Nasdaq With Worst Day Since 2022","07/24/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
US markets suffer worst day since 2022 as Tesla and AI stocks fall,"07/24/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Stock market has worst day since 2022 as Tesla, Google parent Alphabet sink","07/24/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tech Rout Erases Almost $1 Trillion From Nasdaq Composite,"07/24/2024, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
Tesla’s Strategy for Scaling Vehicle Production Amid Economic Uncertainty,"07/24/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla's bleak margins sink shares as Musk hypes everything but cars,"07/24/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla's main export hub in Shanghai reels from EU tariffs, weak EV demand","07/24/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Nasdaq drops over 3% to post its worst day since 2022; Alphabet, Tesla, other tech stocks lead sell-off","07/25/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Explained: Why did US stock market see worst day since 2022,"07/25/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Wall Street suffers worst day since 2022 as Tesla and Google earnings disappoint,"07/25/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"US stock market sees worst day since 2022 over Tesla, Alphabet quarterly results","07/25/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Ford EV losses mount, weighing on profits","07/25/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla profit drop in 2Q24 highlights transformation challenges,"07/25/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Revolutionizing the EV Market: Tesla’s In-house Dry-cathode 4680 Battery Unveiled,"07/26/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Tesla Autopilot Crashes Linked to Overreliance on Computer Vision, Says WSJ","07/30/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Hacked Tesla FSD computers disclose alarming raw data on deadly Autopilot accidents,"07/30/2024, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
Motor Mouth: WSJ data-based deep-dive shows why Teslas crash,"07/30/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla in Seattle-area crash that killed motorcyclist was using self-driving system, authorities say","07/30/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla Tester Nearly Crashes While Using ‘Full Self-Driving’,"07/30/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
WSJ investigation uncovers alarming flaws in Tesla's Autopilot leading to crashes By Investing.com,"07/30/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
How Tesla overcame the technical hurdles of its 4680 battery,"07/31/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla involved in fatal Washington crash was using self-driving mode,"07/31/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla was in full self-driving mode when it fatally hit Seattle-area motorcyclist: Police,"07/31/2024, 07:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
"BYD intensifies EV price war, challenges competitors in China","07/31/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
"Tesla car that killed Seattle motorcyclist was in ‘Full Self-Driving’ mode, police say","07/31/2024, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
"Wall Street today: S&P 500 set for worst day since 2022, tech-heavy Nasdaq crashes 3% on weak US jobs data","08/02/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Tesla Autopilot crash: Family of motorcyclist killed sues Elon Musk car company,"08/02/2024, 07:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
Tesla lawsuit blames 'defective and inadequate' Autopilot for deadly crash,"08/02/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"Dow tumbles 1,000 points, S&P 500 posts worst day since 2022 in global market sell-off: Live updates","08/05/2024, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
"A Tesla Cybertruck Burns to the Ground Following Crash, Authorities Investigating Whether “Autopilot is Involved”","08/06/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
EV Sales Crash 37% In Germany As Subsidy Cuts Bite,"08/06/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla releases new safety report, claims improvement in Autopilot crashes","08/07/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
New Investigation Suggests Tesla And NHTSA Withheld Info Surrounding Autopilot Crashes,"08/07/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Lucid’s CEO details how its EV tech is king and why it will take competitors years to catch up,"08/07/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Climate impacts of critical mineral supply chain bottlenecks for electric vehicle deployment,"08/09/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Electric Car Wars: Who Will Win The Battle For The $30,000 EV?","08/09/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Autopilot makes electric cars considerably safer per latest Vehicle Safety Report,"08/09/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"Tesla and NHTSA withhold data on Autopilot crashes, report suggests","08/09/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
China is challenging the EU's tariffs on EVs,"08/09/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
These EV Stocks Could Be Doomed,"08/10/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
Battery Makers Counteract EV Slowdown With Energy Storage Boom,"08/14/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Lucid CEO expects Tesla to match Lucid Air’s present efficiency in 2032,"08/14/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Top EV Markets Around The World — H1 2024 Summaries,"08/14/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Any Car Company That Fails To Solve Self-Driving Will Die: Elon Musk Warns The Auto Industry,"08/15/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
EV Slowdown Countered by Energy Storage Boom,"08/19/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
EU to hit Teslas imported from China with 19% tariffs,"08/20/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla faces lowest duty on Chinese-made cars exported to EU,"08/20/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
EU cuts planned tariff on China-made Tesla vehicles: What does it mean for prices?,"08/21/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
"Ford Broadens Electrification Strategy to Reach More Customers, Improve Profitability, Continue to Reduce CO2","08/21/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla Competitors: 7 Rival EV Stocks to Buy | Investing | U.S. News,"08/21/2024, 07:53 PM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Record EV sales in Q2 as new models boost competition and drive down prices,"08/22/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"As Twitter's Revenue Collapses By 84%, Tesla Bulls Fear Elon Musk Will Liquidate More Tesla Stock, Bringing Its Value Down For Everyone","08/23/2024, 07:00 AM, +0000 UTC",0.05,0.95,0.0025,0.9025
What if Nvidia Misses Earnings?,"08/23/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
China’s EV makers sell more vehicles at bigger losses in discount war,"08/23/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Autonomous Vehicle Market Report 2025: Industry Data & Insights,"08/24/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Canada to impose 100% tariff on Chinese EVs, including Teslas","08/27/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Lithium Prices Hit New Lows: Can the Market Survive the EV Slowdown and Price Plunge?,"08/27/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
BYD overcomes China’s intense EV price war as record car sales lead to Q2 profit surge,"08/28/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Chinese EV maker BYD boosts net profit despite discounts,"08/28/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"Tesla asked Canada to reduce tariffs on its EVs made in China, Reuters source says","08/28/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Li Auto Misses Estimates as China EV Competition Squeezes Profit,"08/28/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Exclusive: Tesla asked Canada for lower tariff on China-made EVs, government source says","08/29/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
A Look at Self-Driving Car Deaths,"08/30/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
The Solar-Car Competition That Has EV Recruiters Buzzing,"08/31/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
China claims breakthroughs in autonomous vehicles,"09/03/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Gigafactories: Pioneering the Future of Sustainable Manufacturing,"09/03/2024, 07:00 AM, +0000 UTC",0.85,0.15,0.7224999999999999,0.0225
Is the global EV market slowing down?,"09/03/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"No sign of slowdown for Chinese electric car sales, despite global curbs","09/04/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
China’s Connected Car Collapse Is a Warning for the American Market,"09/04/2024, 02:01 PM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Electric vehicle industry: are we seeing a temporary setback or a lasting downturn?,"09/05/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"Tesla's Full Self Driving Service Still on 'Pending Regulatory Approval,' Slated For China, EU Launch in 2025","09/05/2024, 07:00 AM, +0000 UTC",0.6,0.4,0.36,0.16
Volvo Cars scales back margin and revenue ambitions,"09/05/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Markets News, September 6, 2024: Stocks Tumble After Jobs Report, Led by Tech Selloff; Nasdaq Has Worst Week Since Early 2022","09/06/2024, 07:00 AM, +0000 UTC",0.1,0.9,0.01,0.81
"The EV Slowdown Will Last Another 12-18 Months, Analysts Say","09/06/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
German new-car market slumps into worrying decline in August,"09/06/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla to enhance Cybertruck EV with Full Self-Driving feature,"09/06/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla’s Full Self-Driving Set to Revolutionise Europe and China by 2025,"09/07/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Securing Malaysia’s position in the global semiconductor supply chain,"09/11/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Why are European carmakers struggling in the electric vehicle market?,"09/11/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
When Will the EV Sales Slump End? Here’s What the Experts Say,"09/12/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Metals-rich Kazakhstan seeks niche in battery supply chain,"09/13/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Automakers change course on EV strategies,"09/13/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
It’s Time to Reconsider Airline Stocks. Here Are Four Reasons Why.,"09/13/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Massive Surge in Tesla Cybertruck Production at Giga Texas Signals Record Q3 Output,"09/13/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
What Scared Ford’s CEO in China - WSJ,"09/14/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Tesla's 100 Millionth 4680 Battery Cell Milestone Paves the Way for the Future of Electric Vehicles,"09/15/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Forced and Child Labor Abuses Found in 75% of Lithium Battery Supply Chains,"09/16/2024, 07:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
75% of lithium-ion battery supply chain linked to human rights abuses,"09/16/2024, 07:00 AM, +0000 UTC",0.0,1.0,0.0,1.0
Infyos finds 75% of world’s battery supply chain at risk of violating laws on forced labour,"09/16/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
75% of the World's Battery Supply Chain at Risk of Violating Laws: Research,"09/16/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla unloads new Semi details: variants, efficiency, fleet data so far","09/17/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Tesla's Autopilot Leads the Pack—in Crashes,"09/18/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Report: 75% of battery supply chain at risk of violating US and EU laws on forced labour,"09/18/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Europe’s EV Sales Plunge Has Carmakers Seeking EU Relief,"09/19/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
The LLM Car: A Breakthrough in Human-AV Communication,"09/19/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
"New Car Registrations Slump in Europe Amid Weakening Demand, Steep EV Decline","09/19/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
EU car sales plunge to three-year low in August as EV sales decline: ACEA data,"09/19/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
EV market faces slower growth as global competition intensifies,"09/20/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
FACT SHEET: Biden-Harris Administration Takes Further Action to Strengthen and Secure Critical Mineral Supply Chains,"09/20/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
'The Chinese offensive is visible everywhere': The changing face of the auto industry,"09/21/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
EU EV sales crash in August: Automakers sound alarm over policy failures and fading consumer confidence,"09/22/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla Full Self-Driving v12.5 first impression: more natural but still dangerous,"09/24/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
Sustainable Business Practices and Profi tability: Balancing Environmental,"09/24/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Why are Self-Driving Cars Dangerous?,"09/27/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Electric Vehicle Sales Are Stumbling. Here’s Why,"09/28/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla ships 1 millionth China-made car for export from Shanghai,"09/28/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Volkswagen cuts forecasts again as demand wanes while EV competition ramps up,"09/28/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Self-driving vehicles can be imperfect,"09/28/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Tesla Shanghai plant exports 1 million made-in-China vehicles in less than 4 years,"09/28/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Tesla Stock Price Levels to Watch After EV Maker's 32% Third-Quarter Gain,"09/30/2024, 07:00 AM, +0000 UTC",0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
Australia's Rio Tinto to develop lithium supply chain with UK firm,"09/30/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Breaking China’s Hold on the Global Battery Supply Chain,"09/30/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Shifting Tides: European and North American EV Demand Drops as China Flourishes,"09/30/2024, 07:00 AM, +0000 UTC",0.5,0.5,0.25,0.25
Chinese Electric Vehicle Sales Drop Sharply in Europe Amid EU Tariff Uncertainty,"09/30/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
How Self-Driving Cars Are Changing the Legal Landscape for Auto Accidents in Sarasota and Bradenton,"09/30/2024, 01:58 PM, +0000 UTC",0.5,0.5,0.25,0.25
"Rio Tinto, Green Lithium to develop Europe’s lithium supply chain","10/01/2024, 07:00 AM, +0000 UTC",0.75,0.25,0.5625,0.0625
Is Europe’s EV decline impacting market forecasts?,"10/01/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
"EV sales in Europe fall 44% amid slowdown in key markets, ACEA calls for 'urgent' response","10/01/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
Tesla's quarterly deliveries disappoint ahead of robotaxi unveiling,"10/02/2024, 07:00 AM, +0000 UTC",0.4,0.6,0.16,0.36
EU demand for electric cars 'on a continual downward trajectory',"10/02/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Tesla and other ‘self-driving’ cars are changing Utah roads — sometimes with fatal consequences, lawsuit alleges","10/03/2024, 07:00 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
"Green Lithium, Rio Tinto sign MoU for lithium supply chain","10/03/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Europe’s economic potential in the shift to electric vehicles,"10/03/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
"India, US sign pact to cooperate on critical battery mineral supply chains","10/03/2024, 07:00 AM, +0000 UTC",0.7,0.3,0.4899999999999999,0.09
Tesla Billionaire Elon Musk Issues $35 Trillion U.S. ‘Bankruptcy’ Warning—Predicted To Trigger A Bitcoin Price Boom,"10/03/2024, 07:00 AM, +0000 UTC",0.55,0.4499999999999999,0.3025,0.2024999999999999
Las Vegas Crash Spotlights Tesla’s Autonomous Driving Concerns,"10/03/2024, 11:33 AM, +0000 UTC",0.2,0.8,0.04,0.6400000000000001
