Published,Sentiment Score,inverted_score,skewed_score,inverted_skewed_score
2024-12-14,0.35,0.65,0.1224999999999999,0.4225
2024-12-15,0.225,0.7749999999999999,0.08125,0.63125
2024-12-16,0.43500000000000005,0.565,0.24445000000000003,0.37445
2024-12-17,0.4666666666666666,0.5333333333333333,0.27666666666666667,0.3433333333333333
2024-12-18,0.3833333333333333,0.6166666666666667,0.2041666666666667,0.4375
2024-12-19,0.45,0.55,0.2845,0.38449999999999995
2024-12-20,0.2625,0.7375,0.11125000000000002,0.58625
2024-12-23,0.8,0.1999999999999999,0.6400000000000001,0.0399999999999999
2024-12-26,0.475,0.5249999999999999,0.2725,0.3225
2024-12-27,0.6,0.4,0.36,0.16
2024-12-28,0.2,0.8,0.04,0.6400000000000001
2024-12-31,0.5666666666666667,0.43333333333333335,0.32999999999999996,0.19666666666666666
2025-01-01,0.4000000000000001,0.6,0.24000000000000002,0.4400000000000001
2025-01-02,0.34615384615384615,0.6538461538461539,0.1776923076923077,0.4853846153846154
2025-01-03,0.4555555555555556,0.5444444444444445,0.25722222222222224,0.34611111111111115
2025-01-04,0.7,0.3,0.4899999999999999,0.09
2025-01-05,0.6,0.4,0.36,0.16
2025-01-06,0.42857142857142855,0.5714285714285714,0.2464285714285714,0.3892857142857143
2025-01-07,0.4833333333333333,0.5166666666666666,0.27472222222222226,0.3080555555555555
2025-01-08,0.4,0.6000000000000001,0.19999999999999998,0.4000000000000001
2025-01-09,0.7,0.29999999999999993,0.5,0.09999999999999995
2025-01-10,0.35000000000000003,0.65,0.19000000000000003,0.4900000000000001
2025-01-13,0.3333333333333333,0.6666666666666666,0.16000000000000003,0.4933333333333334
2025-01-14,0.5,0.5,0.334,0.334
2025-01-15,0.5833333333333334,0.4166666666666667,0.36083333333333334,0.19416666666666668
2025-01-16,0.42000000000000004,0.58,0.22600000000000003,0.386
2025-01-17,0.5499999999999999,0.45,0.3641666666666666,0.2641666666666667
2025-01-19,0.2,0.8,0.04,0.6400000000000001
2025-01-20,0.5666666666666667,0.43333333333333335,0.38833333333333336,0.25500000000000006
2025-01-21,0.5125,0.48750000000000004,0.313125,0.288125
2025-01-22,0.45,0.55,0.235,0.335
2025-01-23,0.5,0.5,0.26,0.26
2025-01-24,0.275,0.7250000000000001,0.0925,0.5425000000000001
2025-01-26,0.75,0.25,0.5625,0.0625
2025-01-27,0.7000000000000001,0.3,0.49666666666666665,0.09666666666666664
2025-01-28,0.6,0.39999999999999997,0.39000000000000007,0.18999999999999995
2025-01-29,0.5125000000000001,0.4875,0.3047916666666667,0.27979166666666666
2025-01-30,0.4666666666666667,0.5333333333333333,0.2844444444444445,0.3511111111111111
2025-01-31,0.5388888888888889,0.461111111111111,0.3369444444444445,0.2591666666666666
2025-02-01,0.55,0.44999999999999996,0.36500000000000005,0.2649999999999999
2025-02-02,0.3,0.7,0.09,0.4899999999999999
2025-02-03,0.3727272727272727,0.6272727272727273,0.1809090909090909,0.4354545454545455
2025-02-04,0.43333333333333335,0.5666666666666667,0.25333333333333335,0.3866666666666667
2025-02-05,0.425,0.575,0.24725000000000003,0.39725000000000005
2025-02-06,0.39999999999999997,0.6,0.21,0.41
2025-02-07,0.31875,0.68125,0.13281249999999997,0.49531250000000004
2025-02-08,0.0,1.0,0.0,1.0
2025-02-09,0.4,0.6,0.16,0.36
2025-02-10,0.6,0.39999999999999997,0.415,0.215
2025-02-11,0.42142857142857143,0.5785714285714285,0.22607142857142856,0.38321428571428573
2025-02-12,0.3333333333333333,0.6666666666666666,0.1633333333333333,0.49666666666666676
2025-02-13,0.3666666666666667,0.6333333333333333,0.15,0.4166666666666667
2025-02-14,0.41,0.5900000000000001,0.2345,0.41450000000000004
2025-02-15,0.2,0.8,0.04,0.6400000000000001
2025-02-16,0.26666666666666666,0.7333333333333334,0.07333333333333333,0.5399999999999999
2025-02-17,0.5,0.5,0.31,0.31
2025-02-18,0.4000000000000001,0.6,0.16,0.36000000000000004
2025-02-19,0.5375,0.46249999999999997,0.34625,0.27125
2025-02-20,0.5473684210526316,0.4526315789473684,0.33131578947368423,0.236578947368421
2025-02-21,0.3,0.7000000000000001,0.10857142857142857,0.5085714285714287
2025-02-22,0.475,0.525,0.30125,0.35125000000000006
2025-02-23,0.2,0.8,0.04,0.6400000000000001
2025-02-24,0.3875,0.6124999999999999,0.189375,0.414375
2025-02-25,0.3692307692307692,0.6307692307692307,0.19538461538461538,0.45692307692307693
2025-02-26,0.2833333333333333,0.7166666666666667,0.12625,0.5595833333333334
2025-02-27,0.31875000000000003,0.68125,0.1253125,0.4878125000000001
2025-02-28,0.36,0.64,0.18400000000000002,0.4640000000000001
2025-03-01,0.3666666666666667,0.6333333333333333,0.17,0.4366666666666667
2025-03-03,0.328125,0.671875,0.15453125,0.49828125000000006
2025-03-04,0.23636363636363636,0.7636363636363637,0.08363636363636363,0.610909090909091
2025-03-05,0.5357142857142857,0.4642857142857143,0.35107142857142853,0.27964285714285714
2025-03-06,0.2125,0.7875000000000001,0.07125000000000001,0.6462500000000001
2025-03-07,0.25555555555555554,0.7444444444444445,0.12499999999999997,0.6138888888888889
2025-03-08,0.47500000000000003,0.5249999999999999,0.33125000000000004,0.3812499999999999
2025-03-09,0.28750000000000003,0.7125,0.141875,0.566875
2025-03-10,0.225,0.775,0.08183823529411766,0.6318382352941176
2025-03-11,0.33461538461538465,0.6653846153846155,0.15923076923076923,0.49
2025-03-12,0.4333333333333333,0.5666666666666667,0.24023809523809522,0.3735714285714286
2025-03-13,0.2785714285714286,0.7214285714285714,0.11928571428571426,0.5621428571428572
2025-03-14,0.4107142857142857,0.5892857142857143,0.20875000000000002,0.3873214285714286
2025-03-15,0.2,0.8,0.04,0.6400000000000001
2025-03-16,0.625,0.37499999999999994,0.39624999999999994,0.14624999999999994
2025-03-17,0.41470588235294115,0.5852941176470587,0.2336764705882353,0.40426470588235297
2025-03-18,0.29838709677419356,0.7016129032258065,0.12911290322580646,0.5323387096774194
2025-03-19,0.39722222222222225,0.6027777777777777,0.20458333333333334,0.4101388888888889
2025-03-20,0.2267241379310345,0.7732758620689656,0.0694396551724138,0.615991379310345
2025-03-21,0.306,0.6940000000000001,0.1407,0.5287000000000001
2025-03-22,0.4954545454545455,0.5045454545454545,0.2920454545454545,0.3011363636363637
2025-03-23,0.4666666666666666,0.5333333333333333,0.2766666666666666,0.34333333333333327
2025-03-24,0.5232258064516129,0.47677419354838707,0.3184322580645162,0.27198064516129034
2025-03-25,0.43409090909090914,0.5659090909090909,0.2401136363636364,0.37193181818181825
2025-03-26,0.41250000000000003,0.5875,0.2020833333333333,0.3770833333333334
2025-03-27,0.353125,0.646875,0.16296875,0.45671875000000006
2025-03-28,0.4,0.6000000000000001,0.2061111111111111,0.40611111111111114
2025-03-29,0.45999999999999996,0.54,0.242,0.322
2025-03-30,0.5166666666666667,0.48333333333333334,0.285,0.25166666666666665
2025-03-31,0.41470588235294115,0.5852941176470587,0.2339705882352941,0.4045588235294118
2025-04-01,0.47708333333333336,0.5229166666666666,0.2738541666666667,0.3196875
2025-04-02,0.35555555555555557,0.6444444444444444,0.1675,0.45638888888888896
2025-04-03,0.31875,0.68125,0.16531250000000003,0.5278125
2025-04-04,0.38125,0.61875,0.19156249999999997,0.4290625
2025-04-05,0.4375,0.5625,0.29312499999999997,0.41812499999999997
2025-04-06,0.44000000000000006,0.5599999999999999,0.2800000000000001,0.4
2025-04-07,0.4175,0.5825,0.21012499999999998,0.37512500000000004
2025-04-08,0.38333333333333336,0.6166666666666667,0.19083333333333335,0.4241666666666667
2025-04-09,0.40384615384615385,0.5961538461538461,0.22096153846153846,0.41326923076923083
2025-04-10,0.3923076923076923,0.6076923076923078,0.21288461538461537,0.42826923076923085
2025-04-11,0.436,0.564,0.24739999999999998,0.37540000000000007
2025-04-12,0.41500000000000004,0.585,0.22517500000000001,0.39517500000000005
2025-04-13,0.43125,0.56875,0.2365625,0.3740625
2025-04-14,0.5596428571428571,0.4403571428571428,0.3763892857142857,0.2571035714285714
2025-04-15,0.47538461538461535,0.5246153846153846,0.28579615384615387,0.33502692307692306
2025-04-16,0.43894736842105264,0.5610526315789474,0.2614280701754386,0.38353333333333334
2025-04-17,0.23000000000000004,0.77,0.07875,0.61875
2025-04-18,0.15,0.85,0.03618421052631579,0.7361842105263158
